date_of_journey,month,day_of_week,airline,flight_number,tail_number,origin_airport,destination_airport,scheduled_departure,departure_time,departure_delay,taxi_out,takeoff_time,scheduled_time,elapsed_time,air_time,distance,landing_time,taxi_in,scheduled_arrival,arrival_time,arrival_delay,diverted,cancelled,cancellation_reason,air_system_delay,security_delay,airline_delay,late_aircraft_delay,weather_delay
2015-10-12,October,Monday,EV,5119,N922EV,15323,10397,18:36:00,18:31:00,-5.0,27.0,18:58:00,66.0,78.0,41.0,227,19:39:00,10.0,19:42:00,19:49:00,7.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-28,August,Friday,OO,4460,N8933B,SLC,LWS,11:00:00,10:49:00,-11.0,13.0,11:02:00,94.0,103.0,85.0,461,11:27:00,5.0,11:34:00,11:32:00,-2.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-19,March,Thursday,NK,720,N506NK,DEN,DFW,20:55:00,20:57:00,2.0,15.0,21:12:00,107.0,129.0,104.0,641,23:56:00,10.0,23:42:00,00:06:00,24.0,0,0,Not Cancelled,22.0,0.0,2.0,0.0,0.0
2015-05-18,May,Monday,WN,10,N366SW,HOU,DAL,08:30:00,08:43:00,13.0,28.0,09:11:00,60.0,117.0,83.0,239,10:34:00,6.0,09:30:00,10:40:00,70.0,0,0,Not Cancelled,57.0,0.0,6.0,7.0,0.0
2015-11-25,November,Wednesday,AA,1110,N3KLAA,ORD,PBI,18:45:00,18:45:00,0.0,14.0,18:59:00,185.0,161.0,143.0,1144,22:22:00,4.0,22:50:00,22:26:00,-24.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-07-10,July,Friday,EV,4889,N868AS,FAY,ATL,14:40:00,14:34:00,-6.0,16.0,14:50:00,82.0,87.0,57.0,331,15:47:00,14.0,16:02:00,16:01:00,-1.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-28,October,Wednesday,EV,5403,N607LR,10397,11996,08:56:00,09:13:00,17.0,19.0,09:32:00,54.0,48.0,25.0,153,09:57:00,4.0,09:50:00,10:01:00,11.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-21,March,Saturday,AA,1213,N856AA,DFW,MCO,14:22:00,15:42:00,80.0,16.0,15:58:00,145.0,142.0,119.0,985,18:57:00,7.0,17:47:00,19:04:00,77.0,0,0,Not Cancelled,0.0,0.0,77.0,0.0,0.0
2015-08-04,August,Tuesday,WN,2155,N7747C,DCA,BNA,19:25:00,19:51:00,26.0,57.0,20:48:00,95.0,160.0,98.0,562,21:26:00,5.0,20:00:00,21:31:00,91.0,0,0,Not Cancelled,65.0,0.0,2.0,24.0,0.0
2015-08-17,August,Monday,DL,1777,N920DL,ORD,ATL,19:23:00,21:09:00,106.0,30.0,21:39:00,122.0,127.0,85.0,606,00:04:00,12.0,22:25:00,00:16:00,111.0,0,0,Not Cancelled,5.0,0.0,0.0,106.0,0.0
2015-01-08,January,Thursday,WN,4024,N8641B,STL,LAS,17:40:00,17:38:00,-2.0,8.0,17:46:00,220.0,226.0,194.0,1371,19:00:00,24.0,19:20:00,19:24:00,4.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-07-19,July,Sunday,AA,2410,N852AA,LAX,DFW,06:15:00,06:11:00,-4.0,24.0,06:35:00,197.0,189.0,159.0,1235,11:14:00,6.0,11:32:00,11:20:00,-12.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-15,June,Monday,EV,5540,N228PQ,ATL,ROA,14:05:00,14:04:00,-1.0,27.0,14:31:00,93.0,92.0,61.0,357,15:32:00,4.0,15:38:00,15:36:00,-2.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-25,October,Sunday,AA,719,N581UW,14100,14771,17:55:00,17:52:00,-3.0,22.0,18:14:00,371.0,361.0,334.0,2521,20:48:00,5.0,21:06:00,20:53:00,-13.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-14,June,Sunday,DL,1800,N938DN,BWI,ATL,17:52:00,17:47:00,-5.0,15.0,18:02:00,127.0,103.0,79.0,577,19:21:00,9.0,19:59:00,19:30:00,-29.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-10,June,Wednesday,US,435,N829AW,STL,PHX,07:40:00,07:38:00,-2.0,12.0,07:50:00,209.0,191.0,171.0,1262,08:41:00,8.0,09:09:00,08:49:00,-20.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-01-03,January,Saturday,EV,4996,N710EV,MSP,RST,13:22:00,13:18:00,-4.0,17.0,13:35:00,55.0,36.0,16.0,76,13:51:00,3.0,14:17:00,13:54:00,-23.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-05-26,May,Tuesday,NK,719,N626NK,DFW,DEN,16:33:00,16:59:00,26.0,14.0,17:13:00,122.0,113.0,95.0,641,17:48:00,4.0,17:35:00,17:52:00,17.0,0,0,Not Cancelled,0.0,0.0,17.0,0.0,0.0
2015-01-21,January,Wednesday,WN,379,N369SW,BOS,STL,06:20:00,06:14:00,-6.0,17.0,06:31:00,205.0,191.0,167.0,1047,08:18:00,7.0,08:45:00,08:25:00,-20.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-05-09,May,Saturday,DL,466,N382DA,SLC,JFK,08:30:00,08:52:00,22.0,15.0,09:07:00,274.0,262.0,239.0,1990,15:06:00,8.0,15:04:00,15:14:00,10.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-30,June,Tuesday,WN,425,N779SW,DAL,LAS,06:25:00,06:23:00,-2.0,8.0,06:31:00,165.0,151.0,134.0,1067,06:45:00,9.0,07:10:00,06:54:00,-16.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-05-16,May,Saturday,WN,2832,N790SW,CLE,MDW,10:40:00,10:40:00,0.0,9.0,10:49:00,70.0,63.0,49.0,307,10:38:00,5.0,10:50:00,10:43:00,-7.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-21,October,Wednesday,OO,4729,N8828D,14457,14869,12:30:00,12:25:00,-5.0,9.0,12:34:00,110.0,98.0,84.0,508,13:58:00,5.0,14:20:00,14:03:00,-17.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-27,November,Friday,VX,2,N839VA,DCA,SFO,17:10:00,17:04:00,-6.0,9.0,17:13:00,370.0,385.0,336.0,2442,19:49:00,40.0,20:20:00,20:29:00,9.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-24,November,Tuesday,AA,315,N859AA,SAT,DFW,14:30:00,14:24:00,-6.0,14.0,14:38:00,71.0,75.0,49.0,247,15:27:00,12.0,15:41:00,15:39:00,-2.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-19,October,Monday,UA,1151,N17752,11423,13930,11:23:00,11:30:00,7.0,10.0,11:40:00,86.0,74.0,54.0,299,12:34:00,10.0,12:49:00,12:44:00,-5.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-11,October,Sunday,WN,1521,N616SW,10397,13487,13:55:00,13:54:00,-1.0,12.0,14:06:00,175.0,151.0,130.0,907,15:16:00,9.0,15:50:00,15:25:00,-25.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-23,September,Wednesday,WN,2201,N556WN,MCO,SJU,09:20:00,09:18:00,-2.0,12.0,09:30:00,170.0,160.0,143.0,1189,11:53:00,5.0,12:10:00,11:58:00,-12.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-29,November,Sunday,EV,4236,N48901,IAH,MLU,21:15:00,21:11:00,-4.0,13.0,21:24:00,68.0,57.0,38.0,262,22:02:00,6.0,22:23:00,22:08:00,-15.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-18,August,Tuesday,EV,5030,N708EV,ATL,HPN,07:36:00,07:34:00,-2.0,19.0,07:53:00,138.0,135.0,113.0,780,09:46:00,3.0,09:54:00,09:49:00,-5.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-14,November,Saturday,EV,4886,N740EV,BTR,ATL,08:30:00,08:25:00,-5.0,10.0,08:35:00,87.0,80.0,63.0,448,10:38:00,7.0,10:57:00,10:45:00,-12.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-04-06,April,Monday,EV,5972,N11192,TYS,ORD,13:45:00,13:39:00,-6.0,18.0,13:57:00,109.0,100.0,75.0,475,14:12:00,7.0,14:34:00,14:19:00,-15.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-01-16,January,Friday,OO,5207,N952SW,SFO,SAN,15:46:00,16:34:00,48.0,24.0,16:58:00,95.0,94.0,66.0,447,18:04:00,4.0,17:21:00,18:08:00,47.0,0,0,Not Cancelled,0.0,0.0,0.0,47.0,0.0
2015-07-07,July,Tuesday,WN,403,N7751A,BWI,ALB,19:05:00,20:07:00,62.0,10.0,20:17:00,75.0,61.0,48.0,289,21:05:00,3.0,20:20:00,21:08:00,48.0,0,0,Not Cancelled,0.0,0.0,4.0,44.0,0.0
2015-05-19,May,Tuesday,WN,3748,N447WN,MKE,DCA,08:30:00,08:29:00,-1.0,12.0,08:41:00,110.0,104.0,84.0,634,11:05:00,8.0,11:20:00,11:13:00,-7.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-10,June,Wednesday,DL,11,N320NB,MSP,SLC,17:20:00,17:20:00,0.0,11.0,17:31:00,169.0,157.0,141.0,991,18:52:00,5.0,19:09:00,18:57:00,-12.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-04,November,Wednesday,B6,1323,N929JB,JFK,LAX,22:30:00,22:26:00,-4.0,19.0,22:45:00,368.0,369.0,343.0,2475,01:28:00,7.0,01:38:00,01:35:00,-3.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-25,September,Friday,EV,4115,N48901,ORD,FAR,19:17:00,19:13:00,-4.0,26.0,19:39:00,112.0,119.0,87.0,557,21:06:00,6.0,21:09:00,21:12:00,3.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-26,June,Friday,WN,174,N412WN,RDU,MCO,10:00:00,10:02:00,2.0,6.0,10:08:00,95.0,86.0,74.0,534,11:22:00,6.0,11:35:00,11:28:00,-7.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-28,August,Friday,OO,4617,N935SW,FWA,ATL,11:07:00,11:58:00,51.0,24.0,12:22:00,121.0,109.0,79.0,508,13:41:00,6.0,13:08:00,13:47:00,39.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,39.0
2015-04-30,April,Thursday,WN,1084,N433LV,MCO,MSY,08:05:00,08:03:00,-2.0,18.0,08:21:00,105.0,123.0,100.0,551,09:01:00,5.0,08:50:00,09:06:00,16.0,0,0,Not Cancelled,16.0,0.0,0.0,0.0,0.0
2015-07-01,July,Wednesday,EV,4703,N16546,IAH,BRO,21:12:00,22:21:00,69.0,12.0,22:33:00,72.0,71.0,54.0,308,23:27:00,5.0,22:24:00,23:32:00,68.0,0,0,Not Cancelled,0.0,0.0,0.0,68.0,0.0
2015-12-29,December,Tuesday,UA,1921,Anonymous,DEN,LAX,17:29:00,,,,,156.0,,,862,,,19:05:00,,,0,1,B,0.0,0.0,0.0,0.0,0.0
2015-09-02,September,Wednesday,UA,1751,N37252,IAH,TPA,19:22:00,19:20:00,-2.0,17.0,19:37:00,130.0,128.0,103.0,787,22:20:00,8.0,22:32:00,22:28:00,-4.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-20,October,Tuesday,NK,724,N615NK,11697,12898,11:50:00,11:42:00,-8.0,9.0,11:51:00,154.0,151.0,137.0,980,14:08:00,5.0,14:24:00,14:13:00,-11.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-12-09,December,Wednesday,UA,325,N66831,IAD,LAX,17:08:00,17:10:00,2.0,22.0,17:32:00,345.0,323.0,290.0,2288,19:22:00,11.0,19:53:00,19:33:00,-20.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-12-22,December,Tuesday,OO,4776,N606SK,SEA,JAC,08:04:00,07:56:00,-8.0,14.0,08:10:00,110.0,104.0,86.0,621,10:36:00,4.0,10:54:00,10:40:00,-14.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-07-03,July,Friday,DL,1111,N940DN,ATL,ROC,20:56:00,21:10:00,14.0,14.0,21:24:00,131.0,113.0,96.0,749,23:00:00,3.0,23:07:00,23:03:00,-4.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-20,November,Friday,B6,795,N193JB,JFK,AUS,12:44:00,,,,,250.0,,,1521,,,15:54:00,,,0,1,C,0.0,0.0,0.0,0.0,0.0
2015-04-05,April,Sunday,MQ,3600,N856MQ,DFW,SAF,15:19:00,15:18:00,-1.0,11.0,15:29:00,115.0,97.0,83.0,551,15:52:00,3.0,16:14:00,15:55:00,-19.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-05-14,May,Thursday,DL,2026,N670DN,FLL,ATL,12:50:00,12:42:00,-8.0,13.0,12:55:00,121.0,112.0,80.0,581,14:15:00,19.0,14:51:00,14:34:00,-17.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-08,November,Sunday,DL,752,N327NW,MSP,GRR,19:44:00,19:42:00,-2.0,17.0,19:59:00,87.0,79.0,58.0,408,21:57:00,4.0,22:11:00,22:01:00,-10.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-04-07,April,Tuesday,EV,4669,N14573,CLE,STL,19:12:00,19:05:00,-7.0,9.0,19:14:00,101.0,93.0,80.0,487,19:34:00,4.0,19:53:00,19:38:00,-15.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-01-01,January,Thursday,AA,1301,N487AA,MSP,DFW,08:20:00,,,,,160.0,,,852,,,11:00:00,,,0,1,B,0.0,0.0,0.0,0.0,0.0
2015-09-11,September,Friday,OO,4507,N936SW,ATL,SBN,09:07:00,09:05:00,-2.0,27.0,09:32:00,110.0,111.0,79.0,566,10:51:00,5.0,10:57:00,10:56:00,-1.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-08,June,Monday,OO,5577,N716SK,AUS,IAH,06:20:00,06:26:00,6.0,17.0,06:43:00,52.0,52.0,30.0,140,07:13:00,5.0,07:12:00,07:18:00,6.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-25,March,Wednesday,DL,965,N6712B,SLC,MSP,08:31:00,08:29:00,-2.0,16.0,08:45:00,148.0,142.0,123.0,991,11:48:00,3.0,11:59:00,11:51:00,-8.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-02-16,February,Monday,DL,873,N6713Y,STT,ATL,17:45:00,18:35:00,50.0,12.0,18:47:00,250.0,260.0,236.0,1599,21:43:00,12.0,20:55:00,21:55:00,60.0,0,0,Not Cancelled,10.0,0.0,50.0,0.0,0.0
2015-11-16,November,Monday,OO,2994,N821AS,FLG,PHX,11:25:00,11:26:00,1.0,47.0,12:13:00,53.0,80.0,26.0,119,12:39:00,7.0,12:18:00,12:46:00,28.0,0,0,Not Cancelled,27.0,0.0,0.0,0.0,1.0
2015-02-05,February,Thursday,WN,3497,N906WN,SFO,ATL,08:40:00,08:42:00,2.0,34.0,09:16:00,270.0,288.0,245.0,2139,16:21:00,9.0,16:10:00,16:30:00,20.0,0,0,Not Cancelled,20.0,0.0,0.0,0.0,0.0
2015-07-07,July,Tuesday,DL,1639,N322US,MCI,SLC,05:45:00,05:41:00,-4.0,11.0,05:52:00,157.0,151.0,134.0,920,07:06:00,6.0,07:22:00,07:12:00,-10.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-02-09,February,Monday,B6,2679,N284JB,BOS,EWR,18:59:00,18:54:00,-5.0,90.0,20:24:00,92.0,164.0,66.0,200,21:30:00,8.0,20:31:00,21:38:00,67.0,0,0,Not Cancelled,67.0,0.0,0.0,0.0,0.0
2015-01-21,January,Wednesday,UA,1045,N54711,ORD,LAS,17:00:00,16:58:00,-2.0,11.0,17:09:00,246.0,216.0,198.0,1514,18:27:00,7.0,19:06:00,18:34:00,-32.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-08,August,Saturday,OO,4622,N692CA,MSY,DTW,10:55:00,10:50:00,-5.0,19.0,11:09:00,155.0,153.0,123.0,926,14:12:00,11.0,14:30:00,14:23:00,-7.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-04-17,April,Friday,WN,2852,N603SW,GEG,OAK,07:55:00,07:50:00,-5.0,8.0,07:58:00,125.0,117.0,104.0,723,09:42:00,5.0,10:00:00,09:47:00,-13.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-02-21,February,Saturday,WN,3506,N247WN,RDU,TPA,12:05:00,12:02:00,-3.0,7.0,12:09:00,115.0,100.0,88.0,587,13:37:00,5.0,14:00:00,13:42:00,-18.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-10,November,Tuesday,B6,2283,N238JB,BOS,RDU,06:37:00,06:30:00,-7.0,23.0,06:53:00,125.0,126.0,99.0,612,08:32:00,4.0,08:42:00,08:36:00,-6.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-05-07,May,Thursday,EV,4601,N14105,CHS,IAH,06:35:00,06:36:00,1.0,17.0,06:53:00,165.0,168.0,144.0,925,08:17:00,7.0,08:20:00,08:24:00,4.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-12-16,December,Wednesday,OO,4450,N822SK,LAS,SEA,18:20:00,18:18:00,-2.0,21.0,18:39:00,174.0,176.0,149.0,867,21:08:00,6.0,21:14:00,21:14:00,0.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-05-08,May,Friday,DL,1562,N927AT,BOS,JFK,08:45:00,09:55:00,70.0,15.0,10:10:00,79.0,75.0,50.0,187,11:00:00,10.0,10:04:00,11:10:00,66.0,0,0,Not Cancelled,50.0,0.0,0.0,16.0,0.0
2015-12-16,December,Wednesday,DL,2806,N936AT,SJC,LAX,18:31:00,18:29:00,-2.0,10.0,18:39:00,84.0,78.0,50.0,308,19:29:00,18.0,19:55:00,19:47:00,-8.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-30,March,Monday,AA,1408,N436AA,DFW,OKC,20:30:00,20:24:00,-6.0,20.0,20:44:00,66.0,61.0,35.0,175,21:19:00,6.0,21:36:00,21:25:00,-11.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-22,June,Monday,US,2144,N944UW,DCA,LGA,07:00:00,06:55:00,-5.0,27.0,07:22:00,75.0,80.0,41.0,214,08:03:00,12.0,08:15:00,08:15:00,0.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-29,March,Sunday,US,1793,N586UW,CLT,PIT,22:10:00,22:12:00,2.0,12.0,22:24:00,76.0,73.0,57.0,366,23:21:00,4.0,23:26:00,23:25:00,-1.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-02,October,Friday,AA,604,N571UW,10529,11057,08:00:00,07:57:00,-3.0,27.0,08:24:00,138.0,140.0,106.0,644,10:10:00,7.0,10:18:00,10:17:00,-1.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-01,September,Tuesday,UA,356,N823UA,EWR,LAS,20:50:00,20:53:00,3.0,26.0,21:19:00,359.0,308.0,277.0,2227,22:56:00,5.0,23:49:00,23:01:00,-48.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-01-24,January,Saturday,AA,1149,N513AA,DFW,SJC,16:25:00,17:19:00,54.0,22.0,17:41:00,230.0,213.0,187.0,1438,18:48:00,4.0,18:15:00,18:52:00,37.0,0,0,Not Cancelled,0.0,0.0,13.0,24.0,0.0
2015-06-30,June,Tuesday,EV,4323,N12201,SYR,EWR,11:08:00,10:59:00,-9.0,51.0,11:50:00,82.0,99.0,41.0,195,12:31:00,7.0,12:30:00,12:38:00,8.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-12-11,December,Friday,DL,1696,N958DL,ATL,BDL,09:49:00,09:53:00,4.0,15.0,10:08:00,136.0,132.0,114.0,859,12:02:00,3.0,12:05:00,12:05:00,0.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-05-07,May,Thursday,MQ,3674,N669MQ,FWA,ORD,11:30:00,11:22:00,-8.0,13.0,11:35:00,59.0,61.0,37.0,157,11:12:00,11.0,11:29:00,11:23:00,-6.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-22,August,Saturday,AA,280,N7BSAA,DFW,MIA,18:45:00,18:45:00,0.0,16.0,19:01:00,180.0,159.0,138.0,1121,22:19:00,5.0,22:45:00,22:24:00,-21.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-07-10,July,Friday,DL,2029,N934DN,LGA,ATL,13:59:00,14:12:00,13.0,52.0,15:04:00,163.0,161.0,104.0,762,16:48:00,5.0,16:42:00,16:53:00,11.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-12-02,December,Wednesday,WN,31,N552WN,TPA,DAL,11:40:00,11:45:00,5.0,5.0,11:50:00,160.0,147.0,137.0,917,13:07:00,5.0,13:20:00,13:12:00,-8.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-20,November,Friday,EV,4367,N14180,IAH,MCI,19:22:00,19:21:00,-1.0,43.0,20:04:00,117.0,143.0,94.0,643,21:38:00,6.0,21:19:00,21:44:00,25.0,0,0,Not Cancelled,25.0,0.0,0.0,0.0,0.0
2015-05-01,May,Friday,AA,1439,N456AA,MSY,DFW,06:15:00,06:09:00,-6.0,10.0,06:19:00,105.0,91.0,70.0,447,07:29:00,11.0,08:00:00,07:40:00,-20.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-01,September,Tuesday,AA,1300,N3FFAA,DFW,MSY,15:24:00,15:21:00,-3.0,17.0,15:38:00,95.0,85.0,64.0,447,16:42:00,4.0,16:59:00,16:46:00,-13.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-07-01,July,Wednesday,NK,351,N509NK,IAH,OAK,10:30:00,10:43:00,13.0,21.0,11:04:00,230.0,227.0,196.0,1628,12:20:00,10.0,12:20:00,12:30:00,10.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-25,November,Wednesday,UA,1775,N12109,FLL,EWR,15:21:00,15:09:00,-12.0,13.0,15:22:00,183.0,167.0,146.0,1065,17:48:00,8.0,18:24:00,17:56:00,-28.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-12,August,Wednesday,OO,4521,N817SK,MSP,PSC,11:26:00,11:20:00,-6.0,23.0,11:43:00,202.0,202.0,174.0,1254,12:37:00,5.0,12:48:00,12:42:00,-6.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-12,August,Wednesday,OO,4686,N443SW,RAP,MSP,16:00:00,15:54:00,-6.0,32.0,16:26:00,93.0,113.0,73.0,489,18:39:00,8.0,18:33:00,18:47:00,14.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-23,March,Monday,DL,1692,N824DN,ATL,SAN,08:20:00,08:20:00,0.0,18.0,08:38:00,290.0,278.0,258.0,1892,09:56:00,2.0,10:10:00,09:58:00,-12.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-01-22,January,Thursday,OO,6335,N292SW,LAX,SAN,12:30:00,12:28:00,-2.0,10.0,12:38:00,55.0,40.0,28.0,109,13:06:00,2.0,13:25:00,13:08:00,-17.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-04-22,April,Wednesday,US,510,N679AW,LAS,PHX,11:40:00,11:35:00,-5.0,19.0,11:54:00,67.0,71.0,46.0,255,12:40:00,6.0,12:47:00,12:46:00,-1.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-27,November,Friday,MQ,3407,N513MQ,ORD,SLC,10:11:00,10:23:00,12.0,34.0,10:57:00,207.0,226.0,188.0,1250,13:05:00,4.0,12:38:00,13:09:00,31.0,0,0,Not Cancelled,19.0,0.0,12.0,0.0,0.0
2015-04-30,April,Thursday,WN,374,N728SW,LAX,OAK,05:30:00,05:28:00,-2.0,15.0,05:43:00,80.0,72.0,51.0,337,06:34:00,6.0,06:50:00,06:40:00,-10.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-12,November,Thursday,AA,645,N910AW,OGG,PHX,23:30:00,23:12:00,-18.0,18.0,23:30:00,333.0,342.0,319.0,2845,07:49:00,5.0,08:03:00,07:54:00,-9.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-02-05,February,Thursday,UA,250,N418UA,FLL,EWR,08:30:00,08:20:00,-10.0,89.0,09:49:00,176.0,227.0,132.0,1065,12:01:00,6.0,11:26:00,12:07:00,41.0,0,0,Not Cancelled,41.0,0.0,0.0,0.0,0.0
2015-10-01,October,Thursday,AS,659,N305AS,14107,14057,13:35:00,16:54:00,199.0,10.0,17:04:00,158.0,148.0,134.0,1009,19:18:00,4.0,16:13:00,19:22:00,189.0,0,0,Not Cancelled,0.0,0.0,0.0,189.0,0.0
2015-06-23,June,Tuesday,AA,263,N494AA,DFW,SJC,10:40:00,10:40:00,0.0,19.0,10:59:00,223.0,199.0,176.0,1438,11:55:00,4.0,12:23:00,11:59:00,-24.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-29,March,Sunday,UA,504,N459UA,LAX,MSY,23:35:00,23:47:00,12.0,17.0,00:04:00,220.0,196.0,177.0,1670,05:01:00,2.0,05:15:00,05:03:00,-12.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-12-10,December,Thursday,WN,3059,N8652B,MCO,MDW,10:30:00,10:27:00,-3.0,11.0,10:38:00,170.0,165.0,148.0,990,12:06:00,6.0,12:20:00,12:12:00,-8.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-13,June,Saturday,EV,3256,N11150,ORD,CAK,14:35:00,14:32:00,-3.0,11.0,14:43:00,84.0,73.0,57.0,343,16:40:00,5.0,16:59:00,16:45:00,-14.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-15,June,Monday,AA,2258,N3BHAA,DFW,BWI,20:30:00,22:18:00,108.0,14.0,22:32:00,190.0,172.0,150.0,1217,02:02:00,8.0,00:40:00,02:10:00,90.0,0,0,Not Cancelled,0.0,0.0,0.0,90.0,0.0
2015-07-05,July,Sunday,MQ,3084,N514MQ,DSM,ORD,16:04:00,15:58:00,-6.0,14.0,16:12:00,85.0,79.0,54.0,299,17:06:00,11.0,17:29:00,17:17:00,-12.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-01,August,Saturday,WN,4612,N7746C,LIT,MDW,19:00:00,19:09:00,9.0,6.0,19:15:00,95.0,89.0,79.0,544,20:34:00,4.0,20:35:00,20:38:00,3.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
